Team,Played,Won,Lost,Points
HKCC TUESDAY NIGHT ROCKERS,10,9,1,45
Greenfield,10,8,2,45
ZOMA,10,8,2,42
The Zero Squash Club D15,10,6,4,41
HEAD SHATIN 4,10,5,5,31
Invader Squash,10,5,5,31
Kinetic 5,9,4,5,24
Star River 3,10,2,8,15
7NT,9,1,8,10
HKFS,10,1,9,-1
