Team,Played,Won,Lost,Points
HEAD SHATIN 2,10,9,1,44
Hong Kong Football Club 6A,9,8,1,43
Hong Kong Football Club 6B,9,8,1,43
Hong Kong Cricket Club 6,10,7,3,37
Andy and Friends 1,10,6,4,33
Global 1,10,4,6,27
Kinetic 1,10,2,8,23
Ricci Hall Old Boys' Association,10,2,8,17
Twister 1,10,2,8,14
HKU 1,10,1,9,12
