Team,Played,Won,Lost,Points
North District Sport Association 2,9,8,1,43
TNG 4,9,7,2,34
Hong Kong Football Club 19,8,4,4,29
i-Mask Advance Squash Club 13,8,4,4,27
HEAD SHATIN 7,7,3,4,24
KYS 2,9,2,7,10
Diocesan,8,1,7,6
