Team,Most Games,Most Wins,Highest Win Percentage
Hong Kong Cricket Club M3,Poole-Wilson Michael (12),Poole-Wilson Michael (9),Poole-Wilson Michael (75.0%)
Hong Kong Football Club M3A,Thompson John (14),Li Samuel Kwok Sing (9),Yeung Tak Keung (100.0%)
Hong Kong Football Club M3B,Padgaonkar Ashwin (14),Tanner Julian (9),Tanner Julian (69.2%)
Kowloon Cricket Club M3,Choy Yuk Kwong Donnie (15),Choy Yuk Kwong Donnie (7),Choy Yuk Kwong Donnie (46.7%)
Old Squash Fellows,Leung Dick Kan Fai (15),Leung Dick Kan Fai (13),Leung Dick Kan Fai (86.7%)
Royal Hong Kong Yacht Club M3,Cheng Victor Kwok Wai (15),Cheng Victor Kwok Wai (14),Cheng Victor Kwok Wai (93.3%)
Titlows Squash Team,"Au Ming Chung Sampson, Yung Kai Sing (17)",Au Ming Chung Sampson (6),Au Ming Chung Sampson (35.3%)
United Services Recreation Club M3,"Bidal Jay, Freeman Neil (15)",Freeman Neil (14),"Chow Ming Hei Quincy, Cheng Jonathan Yee Fung, Leung Chung Yin, Lai Kwok Wai Wilfred (100.0%)"
