Team,Played,Won,Lost,Points,Playoffs,1,2,3,4,5,6,7,8,9,10
X-Alpha 2,18,15.938187637527506,2.0618123624724944,85.15603120624125,100.0,96.87937587517503,3.120624124824965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hong Kong Football Club 5A,18,15.549309861972395,2.4506901380276056,81.08441688337668,100.0,3.120624124824965,96.87937587517503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Physical Chess 1,18,13.17623524704941,4.8237647529505905,68.62112422484498,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hong Kong Racketlon Association 1,18,8.82376475295059,9.17623524704941,55.37887577515503,96.35927185437087,0.0,0.0,0.0,96.35927185437087,3.320664132826565,0.3200640128025605,0.0,0.0,0.0,0.0
The Squash Club 1,18,7.089617923584717,10.910382076415283,50.2996599319864,2.540508101620324,0.0,0.0,0.0,2.540508101620324,61.07221444288857,24.684936987397478,8.421684336867372,3.200640128025605,0.08001600320064013,0.0
Happy Squash 2,18,8.117023404680936,9.882976595319064,48.44588917783557,1.100220044008802,0.0,0.0,0.0,1.100220044008802,31.586317263452692,50.23004600920184,10.882176435287057,4.900980196039208,1.300260052010402,0.0
Uncle,18,7.450690138027605,10.549309861972395,44.915583116623324,0.0,0.0,0.0,0.0,0.0,1.6403280656131225,10.302060412082415,52.29045809161832,27.645529105821165,8.121624324864973,0.0
Hong Kong Football Club 5B,18,5.910382076415283,12.089617923584717,43.7003400680136,0.0,0.0,0.0,0.0,0.0,2.1804360872174433,7.561512302460492,18.04360872174435,35.287057411482294,36.92738547709542,0.0
Squashathon,18,6.882976595319064,11.117023404680936,42.55411082216443,0.0,0.0,0.0,0.0,0.0,0.20004000800160032,6.90138027605521,10.362072414482897,28.965793158631726,53.57071414282857,0.0
i-Mask Advance Squash Club 1,18,1.0618123624724944,16.938187637527506,14.843968793758751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
