Team,Played,Won,Lost,Points,Playoffs,1,2,3,4,5,6,7,8
United Services Recreation Club M4,21,16.176435287057412,4.823564712942589,87.59171834366873,99.99999999999999,78.9757951590318,15.403080616123225,5.601120224044809,0.020004000800160033,0.0,0.0,0.0,0.0
SKCSC,21,15.395679135827166,5.604320864172834,82.49009801960392,100.00000000000001,15.063012602520503,51.69033806761353,33.14662932586517,0.10002000400080016,0.0,0.0,0.0,0.0
Hong Kong Football Club M4A,21,14.35247049409882,6.64752950590118,81.21064212842569,99.99999999999999,5.96119223844769,32.90658131626325,60.87217443488697,0.26005201040208037,0.0,0.0,0.0,0.0
Hong Kong Football Club M4B,21,10.964992998599719,10.035007001400281,68.76755351070214,97.07941588317665,0.0,0.0,0.3800760152030406,96.6993398679736,2.8005601120224046,0.12002400480096019,0.0,0.0
WAKO,21,9.355271054210842,11.644728945789158,58.407681536307265,2.5805161032206443,0.0,0.0,0.0,2.5805161032206443,70.35407081416282,27.065413082616523,0.0,0.0
Royal Hong Kong Yacht Club M4,21,9.48129625925185,11.51870374074815,54.93098619723945,0.34006801360272054,0.0,0.0,0.0,0.34006801360272054,26.845369073814762,72.81456291258252,0.0,0.0
Hong Kong Club Blue,21,4.174634926985397,16.825365073014602,37.02020404080816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.15643128625725,17.843568713742748
Bolton,21,4.099219843968793,16.900780156031207,32.58111622324465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.843568713742748,82.15643128625725
