Team,Played,Won,Lost,Points,Playoffs,1,2,3,4,5,6,7,8,9,10,11,12
TNG 1,22,19.02620524104821,2.97379475895179,98.86057211442288,100.00000000000001,98.25965193038608,1.6603320664132826,0.08001600320064013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TNG 2,22,17.47749549909982,4.52250450090018,87.64212842568514,99.9599919983997,1.3602720544108822,75.11502300460093,20.524104820964194,2.9605921184236847,0.040008001600320066,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Royal Hong Kong Yacht Club Div 13,22,15.852370474094819,6.147629525905181,84.13182636527306,99.65993198639728,0.34006801360272054,20.644128825765154,62.2124424884977,16.463292658531707,0.30006001200240046,0.040008001600320066,0.0,0.0,0.0,0.0,0.0,0.0
Greenfield,22,13.46989397879576,8.53010602120424,79.79095819163832,95.77915583116624,0.040008001600320066,2.5805161032206443,17.12342468493699,76.03520704140828,3.5207041408281654,0.640128025605121,0.060012002400480095,0.0,0.0,0.0,0.0,0.0
Arctic Circle,22,11.204840968193638,10.795159031806362,68.70634126825365,2.540508101620324,0.0,0.0,0.040008001600320066,2.500500100020004,35.04700940188037,36.06721344268854,25.86517303460692,0.48009601920384076,0.0,0.0,0.0,0.0
North District Sports Association 2,22,11.359671934386878,10.640328065613122,68.36087217443489,1.220244048809762,0.0,0.0,0.0,1.220244048809762,32.04640928185637,31.86637327465493,34.746949389877976,0.12002400480096019,0.0,0.0,0.0,0.0
Squashathon PLZ,22,10.331666333266654,11.668333666733346,68.16823364672935,0.8401680336067213,0.0,0.0,0.020004000800160033,0.8201640328065612,29.045809161832363,31.32626525305061,38.42768553710742,0.36007201440288056,0.0,0.0,0.0,0.0
Bravo D13,22,7.691938387677536,14.308061612322465,53.26865373074615,0.0,0.0,0.0,0.0,0.0,0.0,0.060012002400480095,0.8801760352070414,75.61512302460493,18.42368473694739,4.760952190438088,0.26005201040208037,0.0
Vitality Squash 3,22,8.452890578115623,13.547109421884377,47.89937987597519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020004000800160033,16.263252650530106,43.58871774354871,32.64652930586117,6.601320264052811,0.8801760352070414
M&M Squash,22,7.544908981796359,14.45509101820364,46.24484896979396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7213442688537715,31.20624124824965,40.82816563312662,15.683136627325464,5.561112222444489
Physical Chess 4,22,4.869573914782957,17.130426085217042,41.7379475895179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40008001600320064,5.261052210442088,15.243048609721942,50.790158031606325,28.305661132226444
Star River 3,22,4.718543708741748,17.28145629125825,39.188237647529505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040008001600320066,1.5203040608121623,6.521304260852171,26.66533306661332,65.25305061012202
