Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,Rubber 4 Win %,Rubber 5 Win %,avg_win_perc,Total Rubbers
WAKO,62.5,50.0,62.5,75.0,75.0,65.0,40
Hong Kong Football Club M4A,50.0,87.5,75.0,50.0,50.0,62.5,40
SKCSC M4,87.5,37.5,50.0,50.0,62.5,57.5,40
Hong Kong Football Club M4B,37.5,75.0,75.0,62.5,25.0,55.0,40
Kowloon Cricket Club M4,50.0,75.0,62.5,50.0,25.0,52.5,40
Hong Kong Cricket Club M4,62.5,37.5,75.0,50.0,25.0,50.0,40
United Services Recreation Club M4,50.0,25.0,37.5,62.5,75.0,50.0,40
Hong Kong Club Blue,12.5,25.0,37.5,62.5,75.0,42.5,40
Bolton,62.5,37.5,0.0,25.0,37.5,32.5,40
Royal Hong Kong Yacht Club M4,25.0,50.0,25.0,12.5,50.0,32.5,40
