Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against,CRs Given,CRs Received,WOs Given,WOs Received
Hong Kong Football Club 1,8,7,1,25,18,6,0,1,0,0
FWD,8,4,4,17,13,11,3,0,0,0
Hong Kong Cricket Club 1,8,4,4,15,11,13,0,1,0,0
Kowloon Cricket Club 1B,8,3,5,13,10,14,0,1,0,0
Kowloon Cricket Club 1A,8,2,6,10,8,16,1,1,0,0
