Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against,CRs Given,CRs Received,WOs Given,WOs Received
Hong Kong Cricket Club 6,21,19,2,98,79,25,0,9,0,0
Squashathon Zero,21,16,5,92,76,29,0,4,0,0
i-Mask Advance Squash Club 3,21,17,4,88,71,34,0,2,0,0
Sha Tin Squash Rackets Club 3,21,10,11,58,48,57,3,2,0,0
MERCURY,21,7,14,50,43,62,0,7,0,0
Kinetic 1,21,5,16,42,37,68,2,7,0,0
Ladies Recreation Club Div 12,21,5,16,35,35,70,20,0,0,0
Studio Pro,21,5,16,35,30,74,12,6,0,0
