Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against,CRs Given,CRs Received,WOs Given,WOs Received
Greenfield,16,13,3,70,57,23,0,6,0,0
Kinetic 2,16,13,3,68,55,25,0,7,0,1
Kowloon Cricket Club 13,16,13,3,65,52,28,0,7,0,0
Hong Kong Football Club 13,16,10,6,57,47,33,0,8,0,0
Friend Club 5,16,9,7,56,47,33,0,6,0,0
i-Mask Advance Squash Club 5,16,5,11,37,32,48,0,7,0,0
ATM,16,5,11,36,31,49,24,3,0,0
BOSS,16,4,12,32,28,52,1,7,0,0
Centre Squash,16,0,16,10,11,69,27,1,1,0
