Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against,CRs Given,CRs Received,WOs Given,WOs Received
X-Alpha 1,20,19,1,98,79,21,0,5,0,3
Kowloon Cricket Club 4,20,15,5,82,67,33,0,2,0,0
Friend Club 1,20,9,11,56,50,50,0,2,0,0
TNGX,20,9,11,51,42,58,3,2,0,1
Hong Kong Football Club 4A,20,5,15,37,32,68,6,0,0,0
Hong Kong Football Club 4B,20,3,17,29,30,70,2,0,4,0
