Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against,CRs Given,CRs Received,WOs Given,WOs Received
Xavier,18,15,3,82,67,23,2,1,0,0
Banbil,18,13,5,66,53,37,1,5,0,0
Vitality Squash 1,18,11,7,63,52,38,13,2,0,0
Hong Kong Football Club 11,18,10,8,59,49,41,0,2,0,0
RELAY 1,18,7,11,43,36,54,1,7,0,0
TOMCAT,18,4,14,35,31,59,3,1,0,0
Hong Kong Cricket Club 5,18,3,15,30,27,63,2,4,0,0
