Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against,CRs Given,CRs Received,WOs Given,WOs Received
Hong Kong Football Club 8A,16,12,4,63,51,29,0,0,0,0
Kowloon Cricket Club 8,16,12,4,63,51,29,0,1,0,0
Hong Kong Cricket Club 3,16,11,5,59,48,32,1,0,0,0
United Services Recreation Club 2,16,9,7,55,46,34,0,1,0,0
Global Squash 1,16,7,9,51,44,36,0,1,0,0
Physical Chess 2,16,8,8,42,34,46,0,2,0,0
Sha Tin Squash Rackets Club 2,16,5,11,39,34,46,0,1,0,0
Hong Kong Cricket Club 4,16,5,11,37,32,48,2,0,0,0
Hong Kong Football Club 8B,16,3,13,23,20,60,3,0,0,0
