Team,Played,Won,Lost,Points
Kowloon Cricket Club 2,11,10,1,57
Hong Kong Football Club 2A,10,9,1,41
Hong Kong Football Club 2B,11,4,7,28
Hong Kong Cricket Club D2,10,2,8,17
Young Player 2,10,1,9,12
