Team,Played,Won,Lost,Points
Kowloon Cricket Club M3,11,10,1,52
Hong Kong Football Club M3A,11,8,3,50
Hong Kong Cricket Club M3,11,7,4,42
Hong Kong Football Club M3B,11,7,4,38
Royal Hong Kong Yacht Club M3,11,5,6,33
Titlows Squash Master,11,1,10,10
OSF,12,1,11,9
