Team,Played,Won,Lost,Points
The Squash Club 3,12,11,1,63
North District Sports Association 1,12,7,5,44
Craigengower Cricket Club,11,8,3,43
X-Alpha 5,12,7,5,38
Arctic Circle,11,8,3,37
MM Squash,11,5,6,30
Star River 2,12,3,9,24
Squashathon SocGen,12,2,10,19
Greenfield,11,1,10,13
