Team,Played,Won,Lost,Points
JESSICA L3,9,7,2,32
Hong Kong Cricket Club L3,9,6,3,27
Hong Kong Football Club L3B,10,5,5,26
Hong Kong Football Club L3A,11,3,8,21
Hong Kong Football Club L3C,11,4,7,19
