Team,Played,Won,Lost,Points
SKCSC M4,13,10,3,56
Hong Kong Football Club M4A,13,10,3,53
WAKO,13,10,3,53
Hong Kong Cricket Club M4,13,8,5,44
Kowloon Cricket Club M4,13,7,6,43
Hong Kong Football Club M4B,13,7,6,41
United Services Recreation Club M4,13,4,9,37
Hong Kong Club Blue,13,3,10,23
Bolton,13,3,10,23
Royal Hong Kong Yacht Club M4,13,3,10,17
