Team,Played,Won,Lost,Points
The Squash Club 2,13,12,1,71
Twister,13,10,3,54
Centre Squash,13,9,4,47
Hong Kong Football Club 9,13,8,5,46
i-Mask Advance Squash Club 3,13,8,5,40
The Hong Kong Jockey Club Div 9,13,7,6,38
Kowloon Cricket Club 9,13,5,8,32
HKPF Squash Team,13,2,11,24
Kinetic 3,13,3,10,23
BOSS,13,1,12,15
