Team,Played,Won,Lost,Points
Hong Kong Cricket Club M2,11,7,4,44
Hong Kong Football Club M2A,10,8,2,42
Hong Kong Football Club M2B,11,6,5,32
Ladies Recreation Club M2,10,4,6,27
United Services Recreation Club M2,10,1,9,11
