Team,Played,Won,Lost,Points
Kowloon Cricket Club 6B,13,12,1,66
Hong Kong Football Club 6A,13,9,4,48
Kowloon Cricket Club 6A,13,9,4,48
Uncles,12,8,4,44
Hong Kong Football Club 6B,13,7,6,39
Hong Kong Football Club 6C,13,7,6,38
Ladies Recreation Club Div 6,12,6,6,32
Fusion Squash Club 1,12,5,7,31
Global Squash 1,13,3,10,29
Hong Kong Cricket Club D6,13,3,10,29
X-Alpha 3,13,3,10,25
Electrify Squash Div 6,12,4,8,24
