Team,Played,Won,Lost,Points
Squashathon Junior,13,10,3,59
Happy Squash 5,13,10,3,53
Dream Catchers,13,10,3,51
TKO Junior 2,13,9,4,48
Electrify Squash Div 15,13,4,9,28
Vitality Squash 3,13,4,9,28
RC,13,4,9,23
NEXUS 4,13,1,12,15
