Team,Played,Won,Lost,Points
i-Mask Advance Squash Club 2,11,10,1,50
Sha Tin 3,11,9,2,49
Squashathon Zero,11,7,4,41
Physical Chess 3,11,6,5,36
TOMCAT,12,4,8,29
Kinetic 2,11,3,8,26
LONGVIEW,11,0,11,2
