Team,Played,Won,Lost,Points
Hong Kong Football Club L2B,13,12,1,55
Kowloon Cricket Club L2B,13,12,1,55
Hong Kong Football Club L2A,13,6,7,33
Hong Kong Cricket Club L2,13,5,8,31
Kowloon Cricket Club L2A,13,4,9,22
JESSICA L2 [withdrawal],13,0,13,0
