Team,Played,Won,Lost,Points
i-Mask Advance Squash Club 6,12,9,3,44
Smart Squash 2,12,8,4,44
i-Mask Advance Squash Club 7,12,7,5,42
Vitality Squash 2,11,5,6,34
Bravo D13,11,5,6,34
HKIS Div 13,12,5,7,31
JSA 1,11,5,6,29
NEXUS 3,12,5,7,26
Smart Squash 3,11,3,8,24
