Team,Played,Won,Lost,Points
Royal Hong Kong Yacht Club Div 12,12,9,3,55
Star River 1,12,10,2,53
Physical Chess 4,12,9,3,48
Sha Tin 5,11,8,3,41
Global Squash 2,12,7,5,38
Winter Warriors,11,7,4,38
Hong Kong Football Club 12B,12,6,6,33
Hong Kong Football Club 12A,12,5,7,30
SKCSC Div 12,12,2,10,20
CSD Squash Team,12,1,11,17
Latecomers,12,1,11,15
