Team,Played,Won,Lost,Points
Happy Squash 4,15,12,3,61
Electrify Squash Div 13,15,10,5,58
Kowloon Cricket Club 13,14,10,4,51
Squashathon One,14,7,7,47
Hong Kong Football Club 13,14,7,7,45
TNG 2,13,6,7,35
Fusion Squash Club 3,14,4,10,33
Yuen Long District Sports Association Limited,14,5,9,28
Kinetic 4,13,2,11,18
