Team,Played,Won,Lost,Points
X-Alpha 4,16,13,3,71
Smart Squash 1,16,12,4,65
Happy Squash 3,16,9,7,54
TNG 1,15,8,7,44
Vitality Squash 1,15,5,10,32
Fusion Squash Club 2,16,0,16,12
