Team,Played,Won,Lost,Points
SKCSC M4,16,13,3,73
WAKO,16,12,4,64
Hong Kong Football Club M4A,16,11,5,60
Hong Kong Football Club M4B,16,9,7,54
Kowloon Cricket Club M4,15,9,6,51
Hong Kong Cricket Club M4,16,9,7,50
United Services Recreation Club M4,15,6,9,48
Bolton,16,4,12,31
Hong Kong Club Blue,16,3,13,24
Royal Hong Kong Yacht Club M4,16,3,13,19
