Team,Played,Won,Lost,Points
Kowloon Cricket Club M3,13,12,1,62
Hong Kong Cricket Club M3,14,9,5,55
Hong Kong Football Club M3A,13,8,5,54
Hong Kong Football Club M3B,14,10,4,51
Royal Hong Kong Yacht Club M3,13,5,8,35
Titlows Squash Master,13,2,11,15
OSF,14,1,13,10
