Team,Played,Won,Lost,Points
i-Mask Advance Squash Club 6,15,11,4,55
i-Mask Advance Squash Club 7,15,9,6,53
Smart Squash 2,14,8,6,46
HKIS Div 13,14,7,7,42
JSA 1,14,7,7,41
Bravo D13,14,5,9,39
Vitality Squash 2,13,5,8,35
Smart Squash 3,13,5,8,32
NEXUS 3,14,6,8,31
