Team,Played,Won,Lost,Points
Hong Kong Cricket Club D15,16,16,0,82
Squash Busters,16,12,4,60
Squashathon X,16,10,6,56
Royal Hong Kong Yacht Club Div 15,16,9,7,51
United Services Recreation Club 4,16,7,9,50
Sha Tin 6,16,7,9,45
North District Sports Association 3,16,3,13,30
HKIS Div 15,16,0,16,3
