Team,Played,Won,Lost,Points
Hong Kong Football Club M2A,13,10,3,52
Hong Kong Cricket Club M2,13,8,5,51
Hong Kong Football Club M2B,13,8,5,42
Ladies Recreation Club M2,13,5,8,35
United Services Recreation Club M2,12,1,11,12
