Team,Played,Won,Lost,Points
The Squash Club 2,16,14,2,82
Twister,16,13,3,70
Centre Squash,16,12,4,61
Hong Kong Football Club 9,16,10,6,58
i-Mask Advance Squash Club 3,16,10,6,51
The Hong Kong Jockey Club Div 9,16,8,8,44
Kowloon Cricket Club 9,16,5,11,34
HKPF Squash Team,16,3,13,34
Kinetic 3,16,4,12,28
BOSS,16,1,15,18
