Team,Played,Won,Lost,Points
Hong Kong Football Club L2B,16,15,1,68
Kowloon Cricket Club L2B,16,14,2,63
Hong Kong Football Club L2A,16,7,9,41
Hong Kong Cricket Club L2,16,6,10,38
Kowloon Cricket Club L2A,16,6,10,31
JESSICA L2 [withdrawal],16,0,16,0
