Team,Played,Won,Lost,Points
Physical Chess 2,14,13,1,65
Hong Kong Football Club 7B,15,11,4,64
i-Mask Advance Squash Club 1,15,9,6,53
Hong Kong Football Club 7A,15,10,5,52
Hong Kong Cricket Club D7B,15,6,9,41
UST,14,8,6,40
Hong Kong Cricket Club D7A,14,6,8,39
Thunder 1,15,6,9,38
Xavier,14,5,9,34
Social Squash Team,14,5,9,30
Kinetic 1,15,1,14,20
