Team,Played,Won,Lost,Points
Star River 1,15,13,2,69
Royal Hong Kong Yacht Club Div 12,15,11,4,65
Physical Chess 4,14,10,4,56
Sha Tin 5,14,10,4,53
Winter Warriors,14,10,4,52
Global Squash 2,14,8,6,46
Hong Kong Football Club 12A,15,7,8,40
Hong Kong Football Club 12B,15,6,9,35
SKCSC Div 12,15,3,12,26
CSD Squash Team,15,1,14,20
Latecomers,14,1,13,14
