Team,Played,Won,Lost,Points
The Squash Club 3,14,13,1,73
North District Sports Association 1,15,10,5,59
Craigengower Cricket Club,14,11,3,57
X-Alpha 5,15,9,6,50
Arctic Circle,14,9,5,46
MM Squash,14,6,8,39
Star River 2,14,3,11,24
Squashathon SocGen,14,2,12,19
Greenfield,14,1,13,16
