Team,Played,Won,Lost,Points
Squashathon Junior,16,11,5,69
Dream Catchers,16,13,3,64
TKO Junior 2,16,11,5,60
Happy Squash 5,15,11,4,60
Vitality Squash 3,16,5,11,35
Electrify Squash Div 15,16,6,10,32
RC,16,5,11,25
NEXUS 4,15,2,13,17
