Team,Played,Won,Lost,Points,Playoffs,1,2,3,4,5,6
Kowloon Cricket Club L2,20,11.697697697697699,8.302302302302301,54.91991991991992,91.39139139139138,31.83183183183183,27.027027027027028,18.11811811811812,14.414414414414415,6.706706706706707,1.9019019019019021
Hong Kong Football Club L2B,20,11.7997997997998,8.2002002002002,54.513513513513516,89.78978978978978,30.33033033033033,26.026026026026027,19.01901901901902,14.414414414414415,7.807807807807808,2.4024024024024024
JESSICA L2,20,10.194194194194194,9.805805805805806,53.308308308308305,87.58758758758759,21.82182182182182,22.02202202202202,22.62262262262262,21.12112112112112,8.80880880880881,3.6036036036036037
Hong Kong Football Club L2A,20,9.82082082082082,10.17917917917918,51.58058058058058,77.67767767767768,12.812812812812812,18.31831831831832,25.125125125125123,21.42142142142142,16.316316316316314,6.006006006006006
Hong Kong Cricket Club L2,20,8.761761761761761,11.238238238238239,44.32332332332332,35.03503503503504,2.8028028028028027,4.804804804804805,9.80980980980981,17.61761761761762,33.433433433433436,31.53153153153153
Hong Kong Football Club L2C,20,7.7257257257257255,12.274274274274275,41.354354354354356,18.51851851851852,0.40040040040040037,1.8018018018018018,5.305305305305305,11.01101101101101,26.926926926926924,54.55455455455456
