Team,Played,Won,Lost,Points,Playoffs,1,2,3,4,5
Kowloon Cricket Club 2,16,14.596359635963596,1.4036403640364037,65.94149414941494,100.0,100.0,0.0,0.0,0.0,0.0
Hong Kong Football Club 2A,16,12.314931493149315,3.685068506850685,54.034503450345035,100.0,0.0,100.0,0.0,0.0,0.0
Hong Kong Football Club 2B,16,7.487848784878488,8.512151215121513,39.793279327932794,100.0,0.0,0.0,100.0,0.0,0.0
Hong Kong Cricket Club 2,16,5.226622662266227,10.773377337733773,26.254725472547253,100.0,0.0,0.0,0.0,100.0,0.0
Young Player 2,16,0.37423742374237423,15.625762576257626,13.975997599759976,0.0,0.0,0.0,0.0,0.0,100.0
