Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,Rubber 4 Win %,Rubber 5 Win %,avg_win_perc,Total Rubbers
Hong Kong Football Club 5A,63.63636363636363,81.81818181818183,72.72727272727273,81.81818181818183,60.0,72.0,54
X-Alpha 2,100.0,81.81818181818183,54.54545454545454,45.45454545454545,60.0,68.36363636363636,54
Physical Chess 1,36.36363636363637,54.54545454545454,80.0,50.0,70.0,58.18181818181817,52
Hong Kong Racketlon Association 1,27.27272727272727,54.54545454545454,45.45454545454545,63.63636363636363,81.81818181818183,54.54545454545455,55
Happy Squash 2,63.63636363636363,45.45454545454545,55.55555555555556,33.33333333333333,57.14285714285714,51.02453102453102,47
Uncle,54.54545454545454,54.54545454545454,72.72727272727273,36.36363636363637,11.11111111111111,45.85858585858586,53
Hong Kong Football Club 5B,45.45454545454545,27.27272727272727,55.55555555555556,44.44444444444444,50.0,44.54545454545455,48
The Squash Club 1,63.63636363636363,27.27272727272727,36.36363636363637,54.54545454545454,30.0,42.36363636363636,54
Squashathon,45.45454545454545,54.54545454545454,18.181818181818183,60.0,22.22222222222222,40.08080808080808,52
i-Mask Advance Squash Club 1,0.0,18.181818181818183,10.0,22.22222222222222,50.0,20.08080808080808,49
