Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,Rubber 4 Win %,Rubber 5 Win %,avg_win_perc,Total Rubbers
Electrify Squash Div 13,81.81818181818183,100.0,90.9090909090909,81.81818181818183,88.88888888888889,88.68686868686868,53
Sha Tin 6,90.0,80.0,60.0,60.0,80.0,74.0,45
SocGen Squash,45.45454545454545,60.0,70.0,66.66666666666666,83.33333333333334,65.0909090909091,46
Fusion Squash Club 2,50.0,70.0,50.0,66.66666666666666,62.5,59.83333333333333,47
HKIS Div 13,22.22222222222222,33.33333333333333,50.0,71.42857142857143,100.0,55.3968253968254,35
Energy Squash Club 2,0.0,77.77777777777779,88.88888888888889,62.5,40.0,53.833333333333336,40
X-Alpha 5,77.77777777777779,12.5,37.5,37.5,33.33333333333333,39.722222222222214,39
Energy Squash Club 1,40.0,30.0,50.0,37.5,40.0,39.5,43
i-Mask Advance Squash Club 5,75.0,50.0,37.5,0.0,25.0,37.5,33
Kinetic 4,54.54545454545454,9.090909090909092,36.36363636363637,20.0,33.33333333333333,30.666666666666664,49
Yuen Long District Sports Association Limited,33.33333333333333,11.11111111111111,12.5,42.857142857142854,33.33333333333333,26.62698412698412,39
Happy Squash 4,27.27272727272727,54.54545454545454,9.090909090909092,30.0,10.0,26.18181818181818,53
