Team,Played,Won,Lost,Points,Playoffs,1,2,3,4,5,6,7,8,9,10
Kowloon Cricket Club 6B,18,16.604920984196838,1.3950790158031607,83.27945589117823,100.0,99.97999599919984,0.020004000800160033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
United Services Recreation Club 2,18,12.203840768153631,5.796159231846369,67.72814562912582,99.95999199839969,0.020004000800160033,92.53850770154031,6.28125625125025,1.1202240448089618,0.040008001600320066,0.0,0.0,0.0,0.0,0.0
Kowloon Cricket Club 6A,18,10.324064812962593,7.675935187037408,61.18383676735347,89.41788357671535,0.0,5.3810762152430485,64.79295859171835,19.243848769753953,6.40128025605121,2.900580116023205,1.280256051210242,0.0,0.0,0.0
Hong Kong Cricket Club 4,18,9.80756151230246,8.19243848769754,57.28405681136228,54.31086217243449,0.0,1.8003600720144028,14.982996599319865,37.52750550110022,22.944588917783555,15.463092618523705,6.881376275255051,0.40008001600320064,0.0,0.0
Hong Kong Football Club 6B,18,9.56371274254851,8.43628725745149,56.20324064812962,34.84696939387877,0.0,0.20004000800160032,7.921584316863372,26.7253450690138,33.00660132026405,22.304460892178433,9.121824364872975,0.7201440288057611,0.0,0.0
Hong Kong Football Club 6C,18,8.635927185437087,9.364072814562913,54.6621324264853,16.623324664932987,0.0,0.060012002400480095,4.840968193638727,11.722344468893779,25.785157031406282,30.84616923384677,23.704740948189638,3.0406081216243246,0.0,0.0
Hong Kong Football Club 6A,18,8.810962192438488,9.189037807561512,52.25425085017004,4.800960192038408,0.0,0.0,1.180236047209442,3.6207241448289658,11.342268453690737,24.44488897779556,45.02900580116023,14.382876575315063,0.0,0.0
Global Squash 1,18,8.285657131426285,9.714342868573715,47.05901180236047,0.040008001600320066,0.0,0.0,0.0,0.040008001600320066,0.48009601920384076,4.040808161632326,13.982796559311863,80.51610322064413,0.9401880376075216,0.0
Friend Club 3,18,3.8531706341268253,14.146829365873174,35.418483696739344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9401880376075216,98.03960792158432,1.0202040408081616
Social Squash Team,18,1.9101820364072815,16.08981796359272,24.92738547709542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0202040408081616,98.97979595919185
