Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against,CRs Given,CRs Received,WOs Given,WOs Received
Electrify Squash Div 11,20,16,4,86,70,30,0,1,0,0
The Zero Squash Club D11,20,16,4,82,66,34,0,0,0,0
GMDBB,20,15,5,78,63,37,0,0,0,0
i-Mask Advance Squash Club 5,20,15,5,77,62,38,0,0,0,0
7NT,20,14,6,77,63,37,0,2,0,0
Alpha CUHK,20,15,5,76,62,38,0,2,0,0
Sea Bear,20,6,14,45,39,61,1,0,0,0
ZOMA,20,5,15,40,35,65,1,2,0,0
South China Athletic Association,20,4,16,36,33,67,4,0,1,0
Invader Squash,20,3,17,32,29,71,1,0,0,1
Tuen Mun Squash Club,20,2,18,30,28,72,1,1,0,0
