Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against,CRs Given,CRs Received,WOs Given,WOs Received
Sha Tin 4,11,11,0,64,53,2,0,1,0,0
RELAY 1,12,10,2,54,44,16,0,1,0,0
Thunder 2,12,8,4,42,34,26,0,1,0,0
Banbil,12,7,5,40,33,27,3,0,0,0
United Services Recreation Club 3,12,6,6,38,32,28,0,0,0,0
Kwai Tsing District Squash Club,11,6,5,36,30,25,0,0,0,0
Hong Kong Cricket Club D10,11,6,5,35,29,26,0,1,0,0
Squashathon Advance,12,4,8,23,19,41,0,0,0,0
Mercury,11,3,8,22,19,36,0,0,0,0
i-Mask Advance Squash Club 4,12,2,10,19,17,43,1,0,0,0
Bravo D10,12,1,11,11,10,50,1,1,0,0
