Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against,CRs Given,CRs Received,WOs Given,WOs Received
Kowloon Cricket Club 4,13,10,3,54,44,21,3,1,0,0
X-Alpha 2,13,10,3,53,43,22,1,2,0,0
YLJR,13,9,4,50,41,24,1,1,0,0
TNGX,13,7,6,48,41,24,0,2,0,0
Sha Tin 1,13,8,5,43,35,30,0,0,0,0
Hong Kong Football Club 4B,13,7,6,38,31,34,2,0,0,0
Hong Kong Football Club 4A,13,6,7,37,31,34,1,0,0,0
Hong Kong Cricket Club D4A,13,4,9,27,23,42,1,3,0,0
The Squash Club 1,13,2,11,23,21,44,1,1,0,0
Hong Kong Cricket Club D4B,13,2,11,17,15,50,0,0,0,0
