Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against,CRs Given,CRs Received,WOs Given,WOs Received
Royal Hong Kong Yacht Club Div 14,13,11,2,62,51,14,0,1,0,0
The Squash Club 4,13,10,3,58,48,17,1,7,0,1
North District Sports Association 2,13,9,4,53,44,21,0,7,0,0
Physical Chess 5,12,9,3,49,40,20,0,0,0,0
8 Virtues + 1,13,7,6,41,35,30,3,1,1,5
Hong Kong Football Club 14,13,7,6,38,31,34,8,0,0,0
TKO Junior 1,13,7,6,38,31,34,0,0,0,0
RELAY 2,13,6,7,38,32,33,1,14,0,0
Ladies Recreation Club Div 14,13,3,10,26,24,41,3,1,1,1
TNG 3,12,5,7,23,26,34,1,0,5,0
Squash-On,13,3,10,21,18,47,10,0,0,1
Fusion Squash Club 4,13,0,13,4,5,60,5,1,1,0
