Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,Rubber 4 Win %,avg_win_perc,Total Rubbers
JESSICA L3,20.0,100.0,50.0,100.0,67.5,18
Hong Kong Football Club L3A,100.0,100.0,50.0,0.0,62.5,8
Hong Kong Cricket Club L3,40.0,60.0,40.0,50.0,47.5,19
Hong Kong Football Club L3C,0.0,0.0,66.66666666666666,0.0,16.666666666666664,12
Hong Kong Football Club L3B,0.0,0.0,0.0,0.0,0.0,4
