Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,Rubber 4 Win %,avg_win_perc,Total Rubbers
JESSICA L4,50.0,100.0,100.0,100.0,87.5,7
Squashathon Ladies,100.0,100.0,0.0,100.0,75.0,4
The Squash Club L4,0.0,100.0,100.0,100.0,75.0,4
JESSICA Mochis,50.0,50.0,50.0,100.0,62.5,7
Hong Kong Football Club JSA,50.0,50.0,50.0,50.0,50.0,8
Hong Kong Cricket Club L4,50.0,50.0,50.0,0.0,37.5,7
Hong Kong Cricket Club Rockettes,50.0,50.0,50.0,0.0,37.5,7
Hong Kong Football Club L4,0.0,0.0,50.0,50.0,25.0,8
Kwai Tsing District Squash Club L4,100.0,0.0,0.0,0.0,25.0,8
