Team Name,Home,Average Home Score,Average Away Score,home_away_diff
i-Mask Advance Squash Club 5,Cornwall Street Squash Centre,4.333333333333333,1.5,2.833333333333333
Energy Squash Club 1,Kwun Chung Sports Centre,3.0,0.3333333333333333,2.6666666666666665
X-Alpha 5,Tai Po Sports Ground,4.0,1.5,2.5
Yuen Long District Sports Association Limited,Yuen Long Jockey Club Squash Courts,3.75,1.5,2.25
Energy Squash Club 2,HK Squash Centre,3.0,1.0,2.0
Fusion Squash Club 2,HK Squash Centre,3.2,1.5,1.7000000000000002
HKIS Div 13,HK Squash Centre,2.25,0.6666666666666666,1.5833333333333335
Sha Tin 6,Cornwall Street Squash Centre,4.666666666666667,3.1666666666666665,1.5000000000000004
Kinetic 4,Pei Ho Street Sports Centre,2.3333333333333335,1.4,0.9333333333333336
SocGen Squash,HK Squash Centre,3.2,2.5,0.7000000000000002
Happy Squash 4,Wai Tsuen Sports Centre,1.0,1.375,-0.375
Electrify Squash Div 13,HK Squash Centre,4.6,5.0,-0.40000000000000036
