Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,Rubber 4 Win %,Rubber 5 Win %,avg_win_perc,Total Rubbers
Physical Chess 1,76.19047619047619,95.23809523809523,76.19047619047619,80.0,84.21052631578947,82.36591478696741,102
Hong Kong Football Club 7B,100.0,75.0,65.0,72.22222222222221,62.5,74.94444444444444,94
Hong Kong Football Club 7A,85.71428571428571,57.14285714285714,80.0,65.0,80.0,73.57142857142857,97
Kowloon Cricket Club 7,66.66666666666666,38.095238095238095,66.66666666666666,65.0,64.70588235294117,60.226890756302524,100
Twister 1,38.095238095238095,75.0,70.0,50.0,26.31578947368421,51.882205513784456,100
X-Alpha 3,70.0,47.368421052631575,42.10526315789473,33.33333333333333,60.0,50.561403508771924,91
The Squash Club 1,42.857142857142854,38.095238095238095,57.14285714285714,36.84210526315789,47.368421052631575,44.46115288220551,101
Friend Club 2,33.33333333333333,38.095238095238095,35.0,50.0,50.0,41.285714285714285,96
Happy Squash 2,25.0,60.0,35.0,47.368421052631575,31.25,39.723684210526315,95
i-Mask Advance Squash Club 2,45.0,38.88888888888889,27.77777777777778,33.33333333333333,16.666666666666664,32.33333333333333,83
Fusion Squash Club 1,14.285714285714285,19.047619047619047,23.809523809523807,27.77777777777778,50.0,26.98412698412698,95
Hong Kong Racketlon Association 1,4.761904761904762,19.047619047619047,19.047619047619047,33.33333333333333,22.22222222222222,19.68253968253968,102
