Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,Rubber 4 Win %,avg_win_perc,Total Rubbers
Hong Kong Football Club M1B,80.0,80.0,73.33333333333333,53.333333333333336,71.66666666666666,60
Hong Kong Football Club M1A,66.66666666666666,73.33333333333333,60.0,66.66666666666666,66.66666666666666,60
Ladies Recreation Club M1,13.333333333333334,40.0,86.66666666666667,66.66666666666666,51.666666666666664,60
Hong Kong Cricket Club M1A,62.5,12.5,18.75,31.25,31.25,64
Hong Kong Cricket Club M1B,26.666666666666668,46.666666666666664,13.333333333333334,33.33333333333333,29.999999999999996,60
