Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,Rubber 4 Win %,avg_win_perc,Total Rubbers
Hong Kong Football Club L3B,66.66666666666666,91.66666666666666,50.0,50.0,64.58333333333333,48
Hong Kong Football Club L3A,66.66666666666666,66.66666666666666,66.66666666666666,54.54545454545454,63.636363636363626,47
JESSICA Smashin' Mochi,25.0,33.33333333333333,91.66666666666666,91.66666666666666,60.416666666666664,48
Hong Kong Cricket Club Rockettes,41.66666666666667,58.333333333333336,63.63636363636363,70.0,58.40909090909091,45
Hong Kong Football Club L3C,66.66666666666666,75.0,16.666666666666664,33.33333333333333,47.91666666666666,48
Physical Chess Ladies,75.0,25.0,45.45454545454545,33.33333333333333,44.69696969696969,44
The Squash Club Ladies,8.333333333333332,0.0,16.666666666666664,16.666666666666664,10.416666666666664,48
