Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,Rubber 4 Win %,Rubber 5 Win %,avg_win_perc,Total Rubbers
TNG 3,45.45454545454545,54.54545454545454,59.09090909090909,95.23809523809523,94.11764705882352,69.68933027756557,104
Electrify Squash Div 19,76.19047619047619,80.95238095238095,71.42857142857143,61.904761904761905,47.05882352941176,67.50700280112045,101
SocGen Squash,86.36363636363636,77.27272727272727,61.904761904761905,52.63157894736842,55.55555555555556,66.7456520088099,93
Hong Kong Football Club 19,42.857142857142854,61.904761904761905,57.89473684210527,77.77777777777779,86.66666666666667,65.42021720969089,94
Hong Kong International School D19,57.14285714285714,45.0,70.0,70.0,70.58823529411765,62.54621848739496,98
X-Alpha 6,68.42105263157895,26.31578947368421,55.55555555555556,40.0,50.0,48.058479532163744,81
The 8 Virtues,52.63157894736842,57.89473684210527,50.0,37.5,40.0,47.60526315789474,87
8 Virtues + 1,20.0,33.33333333333333,41.17647058823529,73.33333333333333,46.666666666666664,42.901960784313715,85
Squashathon 2,66.66666666666666,57.14285714285714,47.61904761904761,19.047619047619047,15.789473684210526,41.2531328320802,103
Sha Tin Squash Rackets Club 8,41.17647058823529,52.94117647058824,18.75,13.333333333333334,25.0,30.24019607843137,77
United Services Recreation Club 4,31.57894736842105,15.789473684210526,27.77777777777778,22.22222222222222,33.33333333333333,26.140350877192986,86
RELAY 2,0.0,23.52941176470588,23.52941176470588,23.52941176470588,25.0,19.11764705882353,81
