Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,Rubber 4 Win %,Rubber 5 Win %,avg_win_perc,Total Rubbers
Squashathon Zero,91.66666666666666,66.66666666666666,50.0,54.54545454545454,70.0,66.57575757575758,57
Hong Kong Cricket Club 6,63.63636363636363,100.0,63.63636363636363,81.81818181818183,20.0,65.81818181818181,54
i-Mask Advance Squash Club 3,83.33333333333334,58.333333333333336,66.66666666666666,75.0,40.0,64.66666666666667,58
Sha Tin Squash Rackets Club 3,41.66666666666667,66.66666666666666,58.333333333333336,41.66666666666667,72.72727272727273,56.21212121212121,59
Studio Pro,50.0,40.0,0.0,60.0,50.0,40.0,48
MERCURY,0.0,16.666666666666664,58.333333333333336,50.0,66.66666666666666,38.33333333333333,60
Ladies Recreation Club Div 12,30.0,10.0,60.0,12.5,42.857142857142854,31.071428571428573,45
Kinetic 1,36.36363636363637,36.36363636363637,36.36363636363637,10.0,30.0,29.81818181818182,53
