Home Team,Away Team,Venue,Match Week,Date,Overall Score,Rubbers,Home Score,Away Score,Home Games Won,Away Games Won
Revolution,Vitality Squash 1,HK Squash Centre (HKSC),1,11/10/2019,3-2,"['3-1', '3-0', '1-3', '3-0', '2-3']",3,2,12,7
Studio Pro,TNG 2,Java Road (JRSC),1,11/10/2019,3-2,"['0-3', '1-3', '3-2', '3-0', '3-0']",3,2,10,8
Yuen Long JR 2,TOMCAT,Yau Oi (YOSC),1,11/10/2019,1-4,"['0-3', '0-3', '3-1', '0-3', '2-3']",1,4,5,13
Vitality Squash 1,TNG 2,HK Squash Centre (HKSC),2,18/10/2019,3-2,"['3-1', '3-1', '3-0', '0-3', '2-3']",3,2,11,8
TOMCAT,Kinetic 2,Cornwall Street (CSPSC),2,18/10/2019,3-2,"['3-0', '3-1', '1-3', '3-0', '1-3']",3,2,11,7
Revolution,i-Mask Advance Squash Club 8,HK Squash Centre (HKSC),2,18/10/2019,0-5,"['2-3', '0-3', '0-3', '2-3', '0-3']",0,5,4,15
Yuen Long JR 2,Studio Pro,Yau Oi (YOSC),2,18/10/2019,0-5,"['1-3', '1-3', '0-3', '1-3', '1-3']",0,5,4,15
TNG 2,i-Mask Advance Squash Club 8,Cornwall Street (CSPSC),3,25/10/2019,2-3,"['3-0', '1-3', '0-3', '3-0', '2-3']",2,3,9,9
Vitality Squash 1,Yuen Long JR 2,HK Squash Centre (HKSC),3,25/10/2019,2-3,"['0-3', '0-3', '0-3', 'CR', 'CR']",2,3,0,15
Studio Pro,TOMCAT,Java Road (JRSC),3,25/10/2019,3-2,"['2-3', '0-3', '3-1', '3-1', '3-1']",3,2,11,9
Kinetic 2,Revolution,Wai Tsuen (WTSC),3,25/10/2019,3-2,"['3-2', '0-3', '0-3', '3-0', '3-1']",3,2,9,9
TOMCAT,Revolution,Cornwall Street (CSPSC),4,01/11/2019,4-1,"['3-0', '3-0', '0-3', '3-0', '3-1']",4,1,12,4
TNG 2,Kinetic 2,Cornwall Street (CSPSC),4,01/11/2019,3-2,"['3-2', '3-0', '1-3', '0-3', '3-2']",3,2,10,10
Studio Pro,Vitality Squash 1,Java Road (JRSC),4,01/11/2019,4-1,"['3-0', '2-3', '3-0', '3-0', '3-0']",4,1,14,3
Yuen Long JR 2,i-Mask Advance Squash Club 8,Yau Oi (YOSC),4,01/11/2019,2-3,"['2-3', '2-3', '0-3', '3-0', 'CR']",2,3,7,12
Kinetic 2,Yuen Long JR 2,Wai Tsuen (WTSC),5,08/11/2019,4-1,"['2-3', '3-0', '3-1', '3-1', '3-0']",4,1,14,5
Revolution,TNG 2,HK Squash Centre (HKSC),5,08/11/2019,4-1,"['1-3', '3-2', '3-2', '3-2', '3-0']",4,1,13,9
Vitality Squash 1,TOMCAT,HK Squash Centre (HKSC),5,08/11/2019,3-2,"['1-3', '3-0', '3-1', '3-0', 'CR']",3,2,13,4
Vitality Squash 1,Kinetic 2,HK Squash Centre (HKSC),6,22/11/2019,4-1,"['3-0', '3-1', '3-0', '3-1', '0-3']",4,1,12,5
TNG 2,Yuen Long JR 2,Cornwall Street (CSPSC),6,22/11/2019,4-1,"['3-0', '3-1', '3-0', '2-3', '3-2']",4,1,14,6
i-Mask Advance Squash Club 8,TOMCAT,Cornwall Street (CSPSC),6,22/11/2019,1-4,"['0-3', '0-3', '0-3', '0-3', 'CR']",1,4,0,15
Revolution,Studio Pro,HK Squash Centre (HKSC),6,22/11/2019,3-2,"['1-3', '3-0', '3-0', '2-3', '3-1']",3,2,12,7
TOMCAT,Yuen Long JR 2,Cornwall Street (CSPSC),7,29/11/2019,5-0,"['3-0', '3-0', '3-0', '3-1', '3-2']",5,0,15,3
TNG 2,Studio Pro,Cornwall Street (CSPSC),7,29/11/2019,4-1,"['3-2', '0-3', '3-0', '3-0', '3-1']",4,1,12,6
Revolution,Vitality Squash 1,HK Squash Centre (HKSC),7,29/11/2019,3-2,"['1-3', '0-3', '3-0', '3-0', '3-0']",3,2,10,6
Kinetic 2,i-Mask Advance Squash Club 8,Wai Tsuen (WTSC),7,29/11/2019,4-1,"['0-3', '3-2', '3-2', '3-1', '3-0']",4,1,12,8
i-Mask Advance Squash Club 8,Kinetic 2,Cornwall Street (CSPSC),8,06/12/2019,2-3,"['1-3', '3-2', '3-1', '0-3', '1-3']",2,3,8,12
TOMCAT,Kinetic 2,Cornwall Street (CSPSC),9,13/12/2019,3-2,"['3-0', '3-0', '3-0', '2-3', '0-3']",3,2,11,6
i-Mask Advance Squash Club 8,Revolution,Cornwall Street (CSPSC),9,13/12/2019,2-3,"['3-0', '1-3', '3-0', '0-3', '0-3']",2,3,7,9
Vitality Squash 1,TNG 2,HK Squash Centre (HKSC),9,13/12/2019,2-3,"['2-3', '3-1', '3-1', '0-3', '0-3']",2,3,8,11
Studio Pro,Yuen Long JR 2,Java Road (JRSC),9,13/12/2019,4-1,"['1-3', '3-2', '3-0', '3-0', '3-0']",4,1,13,5
TOMCAT,Studio Pro,Cornwall Street (CSPSC),10,03/01/2020,4-1,"['3-1', '3-0', '1-3', '3-1', '3-0']",4,1,13,5
TNG 2,i-Mask Advance Squash Club 8,Cornwall Street (CSPSC),10,03/01/2020,5-0,"['CR', 'CR', 'CR', 'CR', 'CR']",5,0,15,0
Kinetic 2,Revolution,Wai Tsuen (WTSC),10,03/01/2020,2-3,"['3-1', '2-3', '0-3', '0-3', '3-0']",2,3,8,10
Yuen Long JR 2,Vitality Squash 1,Yau Oi (YOSC),10,03/01/2020,4-1,"['1-3', '3-0', 'CR', 'CR', 'CR']",4,1,13,3
i-Mask Advance Squash Club 8,Yuen Long JR 2,Cornwall Street (CSPSC),11,10/01/2020,2-3,"['3-1', '3-0', '0-3', 'CR', 'CR']",2,3,6,10
Vitality Squash 1,Studio Pro,HK Squash Centre (HKSC),11,10/01/2020,1-4,"['2-3', '3-0', '1-3', '0-3', '0-3']",1,4,6,12
Revolution,TOMCAT,HK Squash Centre (HKSC),11,10/01/2020,1-4,"['0-3', '0-3', '3-0', '1-3', '2-3']",1,4,6,12
Kinetic 2,TNG 2,Wai Tsuen (WTSC),11,10/01/2020,3-2,"['1-3', '3-1', '3-1', '3-1', '2-3']",3,2,12,9
TOMCAT,Vitality Squash 1,Cornwall Street (CSPSC),12,17/01/2020,2-3,"['2-3', '3-1', '2-3', '0-3', '3-0']",2,3,10,10
Revolution,TNG 2,HK Squash Centre (HKSC),12,17/01/2020,1-4,"['2-3', '3-1', '0-3', '0-3', 'CR']",1,4,5,13
Studio Pro,i-Mask Advance Squash Club 8,Java Road (JRSC),12,17/01/2020,4-1,"['0-3', '3-0', 'CR', 'CR', 'CR']",4,1,12,3
Yuen Long JR 2,Kinetic 2,Yau Oi (YOSC),12,17/01/2020,0-5,"['2-3', '1-3', '0-3', '0-3', '0-3']",0,5,3,15
