Home Team,Away Team,Venue,Match Week,Date,Overall Score,Rubbers,Home Score,Away Score,Home Games Won,Away Games Won
Friend Club 4,i-Mask Advance Squash Club 7,Kwun Chung (KCSC),1,11/10/2019,1-4,"['3-1', '0-3', '0-3', '0-3', '0-3']",1,4,3,13
Warriors 2,The Squash Club,Pei Ho Street (PHSSC),1,11/10/2019,4-1,"['1-3', '3-0', '3-1', '3-0', 'CR']",4,1,13,4
A Squash 2,Hong Kong Cricket Club 12,Wai Tsuen (WTSC),1,11/10/2019,1-4,"['0-3', '0-3', '3-1', '0-3', '1-3']",1,4,4,13
The Squash Club,EdUHK,Cornwall Street (CSPSC),2,18/10/2019,2-3,"['3-0', '1-3', '0-3', '1-3', '3-0']",2,3,8,9
Hong Kong Cricket Club 12,Mercury,Hong Kong Cricket Club (HKCC),2,18/10/2019,5-0,"['3-0', '3-2', '3-0', '3-2', '3-0']",5,0,15,4
Spark 3,Warriors 2,HK Squash Centre (HKSC),2,18/10/2019,0-5,"['0-3', '0-3', '0-3', '1-3', '2-3']",0,5,3,15
A Squash 2,Friend Club 4,Wai Tsuen (WTSC),2,18/10/2019,3-2,"['2-3', '2-3', '3-0', '3-0', 'CR']",3,2,13,6
i-Mask Advance Squash Club 7,A Squash 2,Cornwall Street (CSPSC),3,25/10/2019,4-1,"['3-0', '3-0', '1-3', '3-0', '3-0']",4,1,13,3
EdUHK,Spark 3,Cornwall Street (CSPSC),3,25/10/2019,5-0,"['3-0', '3-0', '3-1', '3-0', '3-0']",5,0,15,1
Friend Club 4,Mercury,Kwun Chung (KCSC),3,25/10/2019,0-5,"['1-3', '0-3', '0-3', '0-3', '0-3']",0,5,1,15
The Squash Club,Hong Kong Cricket Club 12,Cornwall Street (CSPSC),3,25/10/2019,1-4,"['3-0', '0-3', '2-3', '0-3', '2-3']",1,4,7,12
The Squash Club,Friend Club 4,Cornwall Street (CSPSC),4,01/11/2019,5-0,"['3-2', '3-2', '3-0', '3-0', '3-1']",5,0,15,5
Mercury,i-Mask Advance Squash Club 7,HK Squash Centre (HKSC),4,01/11/2019,5-0,"['3-2', '3-0', '3-2', '3-2', '3-0']",5,0,15,6
Spark 3,Hong Kong Cricket Club 12,HK Squash Centre (HKSC),4,01/11/2019,1-4,"['0-3', '2-3', '3-0', '0-3', 'CR']",1,4,5,12
Warriors 2,EdUHK,Pei Ho Street (PHSSC),4,01/11/2019,1-4,"['1-3', '0-3', '0-3', '1-3', 'CR']",1,4,2,15
i-Mask Advance Squash Club 7,The Squash Club,Cornwall Street (CSPSC),5,08/11/2019,4-1,"['1-3', '3-2', '3-0', '3-1', '3-2']",4,1,13,8
Friend Club 4,Spark 3,Kwun Chung (KCSC),5,08/11/2019,0-5,"['0-3', '1-3', '1-3', '1-3', '0-3']",0,5,3,15
Mercury,A Squash 2,HK Squash Centre (HKSC),5,08/11/2019,5-0,"['3-1', '3-0', '3-2', '3-0', '3-0']",5,0,15,3
Hong Kong Cricket Club 12,Warriors 2,Hong Kong Cricket Club (HKCC),5,08/11/2019,2-3,"['0-3', '0-3', '3-0', '1-3', '3-0']",2,3,7,9
i-Mask Advance Squash Club 7,Warriors 2,Cornwall Street (CSPSC),6,22/11/2019,2-3,"['0-3', '2-3', '0-3', '3-2', '3-0']",2,3,8,11
Mercury,The Squash Club,HK Squash Centre (HKSC),6,22/11/2019,4-1,"['0-3', '3-0', '3-0', '3-0', '3-2']",4,1,12,5
Friend Club 4,EdUHK,Kwun Chung (KCSC),6,22/11/2019,3-2,"['3-1', '1-3', '3-1', '0-3', '3-1']",3,2,10,9
A Squash 2,Spark 3,Wai Tsuen (WTSC),6,22/11/2019,4-1,"['3-0', '2-3', '3-0', 'CR', 'CR']",4,1,14,3
EdUHK,i-Mask Advance Squash Club 7,Cornwall Street (CSPSC),7,29/11/2019,2-3,"['3-0', '3-0', '1-3', '0-3', '0-3']",2,3,7,9
Spark 3,Mercury,HK Squash Centre (HKSC),7,29/11/2019,2-3,"['3-0', '2-3', '0-3', '1-3', '3-1']",2,3,9,10
Warriors 2,A Squash 2,Pei Ho Street (PHSSC),7,29/11/2019,5-0,"['3-0', '3-0', '3-1', '3-0', 'CR']",5,0,15,1
Hong Kong Cricket Club 12,Friend Club 4,Hong Kong Cricket Club (HKCC),7,29/11/2019,4-1,"['2-3', '3-1', '3-1', '3-1', '3-1']",4,1,14,7
EdUHK,Mercury,Cornwall Street (CSPSC),8,06/12/2019,3-2,"['3-2', '3-0', '3-2', '0-3', '0-3']",3,2,9,10
The Squash Club,Spark 3,Cornwall Street (CSPSC),9,13/12/2019,5-0,"['CR', 'CR', 'CR', 'CR', 'CR']",5,0,15,0
i-Mask Advance Squash Club 7,Hong Kong Cricket Club 12,Cornwall Street (CSPSC),9,13/12/2019,3-2,"['0-3', '3-1', '3-0', '0-3', '3-2']",3,2,9,9
