Home Team,Away Team,Venue,Match Week,Date,Overall Score,Rubbers,Home Score,Away Score,Home Games Won,Away Games Won
Hong Kong Cricket Club L1,Young Player L1,Hong Kong Cricket Club (HKCC),1,10/10/2019,1-2,"['3-0', '0-3', '0-3']",1,2,3,6
PERRIER SERGIO TACCHINI KCC L1A,PERRIER SERGIO TACCHINI KCC L1B,Kowloon Cricket Club (KCC),1,10/10/2019,1-2,"['1-3', '3-1', '1-3']",1,2,5,7
Hong Kong Football Club L1,PERRIER SERGIO TACCHINI KCC L1A,Hong Kong Football Club (HKFC),2,17/10/2019,2-1,"['3-0', '0-3', '3-2']",2,1,6,5
PERRIER SERGIO TACCHINI KCC L1B,Hong Kong Cricket Club L1,Kowloon Cricket Club (KCC),2,17/10/2019,3-0,"['3-0', '3-0', '3-0']",3,0,9,0
Young Player L1,PERRIER SERGIO TACCHINI KCC L1B,HK Squash Centre (HKSC),3,24/10/2019,1-2,"['1-3', '3-0', '0-3']",1,2,4,6
Hong Kong Cricket Club L1,Hong Kong Football Club L1,Hong Kong Cricket Club (HKCC),3,24/10/2019,1-2,"['3-0', '1-3', '0-3']",1,2,4,6
Hong Kong Football Club L1,Young Player L1,Hong Kong Football Club (HKFC),4,31/10/2019,1-2,"['0-3', '0-3', '3-1']",1,2,3,7
PERRIER SERGIO TACCHINI KCC L1A,Hong Kong Cricket Club L1,Kowloon Cricket Club (KCC),4,31/10/2019,3-0,"['3-0', '3-1', '3-0']",3,0,9,1
Young Player L1,PERRIER SERGIO TACCHINI KCC L1A,HK Squash Centre (HKSC),5,07/11/2019,0-3,"['1-3', '1-3', '0-3']",0,3,2,9
PERRIER SERGIO TACCHINI KCC L1B,Hong Kong Football Club L1,Kowloon Cricket Club (KCC),5,07/11/2019,1-2,"['2-3', '3-1', '1-3']",1,2,6,7
Hong Kong Cricket Club L1,PERRIER SERGIO TACCHINI KCC L1B,Hong Kong Cricket Club (HKCC),6,21/11/2019,0-3,"['0-3', '0-3', '0-3']",0,3,0,9
PERRIER SERGIO TACCHINI KCC L1A,Hong Kong Football Club L1,Kowloon Cricket Club (KCC),6,21/11/2019,3-0,"['3-0', '3-0', '3-2']",3,0,9,2
Hong Kong Football Club L1,Hong Kong Cricket Club L1,Hong Kong Football Club (HKFC),7,28/11/2019,2-1,"['2-3', '3-2', '3-1']",2,1,8,6
PERRIER SERGIO TACCHINI KCC L1B,Young Player L1,Kowloon Cricket Club (KCC),7,28/11/2019,2-1,"['3-1', '3-1', '0-3']",2,1,6,5
Young Player L1,Hong Kong Cricket Club L1,HK Squash Centre (HKSC),8,05/12/2019,3-0,"['3-2', '3-2', '3-0']",3,0,9,4
PERRIER SERGIO TACCHINI KCC L1B,PERRIER SERGIO TACCHINI KCC L1A,Kowloon Cricket Club (KCC),8,05/12/2019,0-3,"['0-3', '2-3', '0-3']",0,3,2,9
Young Player L1,Hong Kong Football Club L1,HK Squash Centre (HKSC),9,12/12/2019,1-2,"['0-3', '3-1', '2-3']",1,2,5,7
Hong Kong Cricket Club L1,PERRIER SERGIO TACCHINI KCC L1A,Hong Kong Cricket Club (HKCC),9,12/12/2019,2-1,"['3-0', '0-3', '3-0']",2,1,6,3
Hong Kong Football Club L1,PERRIER SERGIO TACCHINI KCC L1B,Hong Kong Football Club (HKFC),10,09/01/2020,0-3,"['0-3', '0-3', '1-3']",0,3,1,9
PERRIER SERGIO TACCHINI KCC L1A,Young Player L1,Kowloon Cricket Club (KCC),10,09/01/2020,0-3,"['0-3', '1-3', '0-3']",0,3,1,9
Hong Kong Cricket Club L1,Young Player L1,Hong Kong Cricket Club (HKCC),11,16/01/2020,1-2,"['0-3', '3-1', '0-3']",1,2,3,7
PERRIER SERGIO TACCHINI KCC L1A,PERRIER SERGIO TACCHINI KCC L1B,Kowloon Cricket Club (KCC),11,16/01/2020,2-1,"['0-3', '3-1', '3-1']",2,1,6,5
