Home Team,Away Team,Venue,Match Week,Date,Overall Score,Rubbers,Home Score,Away Score,Home Games Won,Away Games Won
ZOMA,Star River 3,Cornwall Street (CSPSC),1,15/10/2019,5-0,"['3-1', '3-2', '3-0', '3-1', '3-0']",5,0,15,4
The Zero Squash Club D15,7NT,Cornwall Street (CSPSC),1,15/10/2019,4-1,"['3-0', '3-0', '3-1', '0-3', '3-2']",4,1,12,6
Invader Squash,Kinetic 5,Harbour Road (HRSC),1,15/10/2019,4-1,"['1-3', '3-0', '3-1', '3-1', '3-0']",4,1,13,5
HKCC TUESDAY NIGHT ROCKERS,Greenfield,Hong Kong Cricket Club (HKCC),1,15/10/2019,3-2,"['2-3', '3-1', '1-3', '3-0', '3-2']",3,2,12,9
Star River 3,HEAD SHATIN 4,Cornwall Street (CSPSC),2,22/10/2019,2-3,"['0-3', '3-2', '1-3', '3-1', '1-3']",2,3,8,12
7NT,Invader Squash,Cornwall Street (CSPSC),2,22/10/2019,0-5,"['0-3', '2-3', '0-3', '0-3', '1-3']",0,5,3,15
Greenfield,ZOMA,Cornwall Street (CSPSC),2,22/10/2019,5-0,"['3-2', '3-0', '3-1', '3-0', '3-0']",5,0,15,3
HKCC TUESDAY NIGHT ROCKERS,Kinetic 5,Hong Kong Cricket Club (HKCC),2,22/10/2019,4-1,"['3-0', '3-0', '3-0', '0-3', '3-2']",4,1,12,5
HKFS,The Zero Squash Club D15,Pei Ho Street (PHSSC),2,22/10/2019,0-5,"['CR', 'CR', 'CR', 'CR', 'CR']",0,5,0,15
7NT,HKFS,Cornwall Street (CSPSC),3,29/10/2019,3-2,"['0-3', '1-3', '3-2', 'CR', 'CR']",3,2,10,8
ZOMA,Kinetic 5,Cornwall Street (CSPSC),3,29/10/2019,4-1,"['0-3', '3-2', '3-2', '3-0', '3-0']",4,1,12,7
The Zero Squash Club D15,Star River 3,Cornwall Street (CSPSC),3,29/10/2019,5-0,"['3-0', '3-1', '3-0', '3-2', '3-2']",5,0,15,5
