Home Team,Away Team,Venue,Match Week,Date,Overall Score,Rubbers,Home Score,Away Score,Home Games Won,Away Games Won
PSC 2,SKCSC,Cornwall Street (CSPSC),1,17/10/2019,2-3,"['3-1', '3-2', '1-3', '1-3', '0-3']",2,3,8,12
i-Mask Advance Squash Club 10,Bravo,Cornwall Street (CSPSC),1,17/10/2019,3-2,"['0-3', '1-3', '3-0', '3-1', '3-0']",3,2,10,7
DS,Hong Kong Racquets Club,Kwun Chung (KCSC),1,17/10/2019,3-2,"['3-0', '0-3', '3-0', '3-0', '0-3']",3,2,9,6
Rovers,i-Mask Advance Squash Club 10,Cornwall Street (CSPSC),2,24/10/2019,1-4,"['3-1', '0-3', '2-3', '0-3', '1-3']",1,4,6,13
Bravo,Hong Kong Racquets Club,Cornwall Street (CSPSC),2,24/10/2019,5-0,"['3-0', '3-0', '3-0', '3-1', '3-0']",5,0,15,1
SKCSC,DS,Cornwall Street (CSPSC),2,24/10/2019,5-0,"['3-0', '3-0', '3-0', '3-0', '3-0']",5,0,15,0
SKCSC,Bravo,Cornwall Street (CSPSC),3,31/10/2019,1-4,"['1-3', '1-3', '0-3', '3-0', '2-3']",1,4,7,12
Hong Kong Racquets Club,Rovers,HK Squash Centre (HKSC),3,31/10/2019,5-0,"['3-0', '3-0', '3-0', '3-0', 'WO']",5,0,15,0
PSC 2,DS,Cornwall Street (CSPSC),3,31/10/2019,2-3,"['3-0', '3-1', '1-3', '2-3', '0-3']",2,3,9,10
Bravo,PSC 2,Cornwall Street (CSPSC),4,07/11/2019,2-3,"['1-3', '3-0', '3-0', '0-3', '2-3']",2,3,9,9
Rovers,SKCSC,Cornwall Street (CSPSC),4,07/11/2019,0-5,"['0-3', '0-3', '0-3', '0-3', '0-3']",0,5,0,15
i-Mask Advance Squash Club 10,Hong Kong Racquets Club,Cornwall Street (CSPSC),4,07/11/2019,2-3,"['3-2', '0-3', '2-3', '3-0', '0-3']",2,3,8,11
Rovers,DS,Cornwall Street (CSPSC),5,21/11/2019,4-1,"['3-0', '2-3', '3-0', '3-1', '3-0']",4,1,14,4
i-Mask Advance Squash Club 10,PSC 2,Cornwall Street (CSPSC),5,21/11/2019,1-4,"['0-3', '0-3', '0-3', '0-3', '3-0']",1,4,3,12
Hong Kong Racquets Club,SKCSC,HK Squash Centre (HKSC),5,21/11/2019,1-4,"['3-0', '0-3', '2-3', '0-3', '2-3']",1,4,7,12
i-Mask Advance Squash Club 10,DS,Cornwall Street (CSPSC),6,28/11/2019,3-2,"['3-2', '3-0', '1-3', '0-3', '3-0']",3,2,10,8
Rovers,Bravo,Cornwall Street (CSPSC),6,28/11/2019,1-4,"['0-3', '0-3', '0-3', '0-3', '3-0']",1,4,3,12
PSC 2,Hong Kong Racquets Club,Cornwall Street (CSPSC),6,28/11/2019,5-0,"['3-0', '3-0', '3-0', '3-0', 'CR']",5,0,15,0
Hong Kong Racquets Club,PSC 2,HK Squash Centre (HKSC),7,05/12/2019,3-2,"['3-0', '1-3', '3-1', '1-3', '3-0']",3,2,11,7
Bravo,Rovers,Cornwall Street (CSPSC),7,05/12/2019,5-0,"['3-0', '3-0', '3-0', '3-0', '3-1']",5,0,15,1
DS,i-Mask Advance Squash Club 10,Kwun Chung (KCSC),7,05/12/2019,0-5,"['CR', 'CR', 'CR', 'CR', 'CR']",0,5,0,15
Bravo,i-Mask Advance Squash Club 10,Cornwall Street (CSPSC),8,12/12/2019,3-2,"['3-0', '3-0', '3-0', '0-3', '0-3']",3,2,9,6
Hong Kong Racquets Club,DS,HK Squash Centre (HKSC),8,12/12/2019,5-0,"['CR', 'CR', 'CR', 'CR', 'CR']",5,0,15,0
SKCSC,PSC 2,Cornwall Street (CSPSC),8,12/12/2019,2-3,"['3-2', '1-3', '1-3', '3-1', '0-3']",2,3,8,12
i-Mask Advance Squash Club 10,Rovers,Cornwall Street (CSPSC),9,09/01/2020,2-3,"['3-0', '2-3', '3-1', '0-3', 'CR']",2,3,8,10
DS,SKCSC,Kwun Chung (KCSC),9,09/01/2020,0-5,"['0-3', '0-3', '0-3', '0-3', '0-3']",0,5,0,15
Hong Kong Racquets Club,Bravo,HK Squash Centre (HKSC),9,09/01/2020,3-2,"['3-1', '0-3', '0-3', '3-1', '3-0']",3,2,9,8
Bravo,SKCSC,Cornwall Street (CSPSC),10,16/01/2020,3-2,"['3-0', '3-0', '2-3', '3-0', '1-3']",3,2,12,6
Rovers,Hong Kong Racquets Club,Cornwall Street (CSPSC),10,16/01/2020,0-5,"['1-3', '0-3', '2-3', 'WO', 'WO']",0,5,3,15
DS,PSC 2,Kwun Chung (KCSC),10,16/01/2020,1-4,"['1-3', '0-3', '0-3', '3-0', 'CR']",1,4,4,12
