Home Team,Away Team,Venue,Match Week,Date,Overall Score,Rubbers,Home Score,Away Score,Home Games Won,Away Games Won
Star River 2,Tuen Mun Squash Club 2,Cornwall Street (CSPSC),1,16/10/2019,4-1,"['3-2', '0-3', '3-0', '3-0', '3-1']",4,1,12,6
North District Sport Association 1,Kinetic 4,Cornwall Street (CSPSC),1,16/10/2019,4-1,"['1-3', '3-1', '3-1', '3-1', '3-0']",4,1,13,6
Banbil,Centre Squash,HK Squash Centre (HKSC),1,16/10/2019,0-5,"['0-3', '0-3', '0-3', '0-3', '0-3']",0,5,0,15
Hong Kong Football Club 13,Sea Bear,Hong Kong Football Club (HKFC),1,16/10/2019,0-5,"['1-3', '2-3', '0-3', '1-3', '2-3']",0,5,6,15
North District Sport Association 1,Sea Bear,Pei Ho Street (PHSSC),2,23/10/2019,5-0,"['3-0', '3-0', '3-1', '3-0', '3-1']",5,0,15,2
Kinetic 4,Star River 2,HK Squash Centre (HKSC),2,23/10/2019,3-2,"['3-0', '3-0', '1-3', '2-3', '3-0']",3,2,12,6
Centre Squash,Hong Kong Football Club 13,Harbour Road (HRSC),2,23/10/2019,2-3,"['2-3', '3-2', '3-2', '1-3', '0-3']",2,3,9,13
WSC Noset,Banbil,HK Squash Centre (HKSC),2,23/10/2019,5-0,"['3-0', '3-0', '3-0', '3-0', '3-0']",5,0,15,0
Tuen Mun Squash Club 2,Island Squash Racket Club,Kwun Chung (KCSC),2,23/10/2019,3-2,"['3-2', '3-0', '0-3', '0-3', '3-0']",3,2,9,8
North District Sport Association 1,Centre Squash,Cornwall Street (CSPSC),3,30/10/2019,4-1,"['2-3', '3-0', '3-1', 'CR', 'CR']",4,1,14,4
Star River 2,Island Squash Racket Club,Cornwall Street (CSPSC),3,30/10/2019,3-2,"['3-0', '0-3', '2-3', '3-0', '3-0']",3,2,11,6
Banbil,Tuen Mun Squash Club 2,HK Squash Centre (HKSC),3,30/10/2019,3-2,"['3-0', '0-3', '1-3', '3-1', '3-1']",3,2,10,8
Kinetic 4,Sea Bear,HK Squash Centre (HKSC),3,30/10/2019,3-2,"['3-0', '3-2', '0-3', '3-2', '0-3']",3,2,9,10
Hong Kong Football Club 13,WSC Noset,Hong Kong Football Club (HKFC),3,30/10/2019,1-4,"['1-3', '0-3', '3-0', '1-3', '0-3']",1,4,5,12
Sea Bear,Star River 2,Cornwall Street (CSPSC),4,06/11/2019,3-2,"['0-3', '3-0', '2-3', '3-0', '3-1']",3,2,11,7
WSC Noset,North District Sport Association 1,HK Squash Centre (HKSC),4,06/11/2019,2-3,"['0-3', '3-0', '1-3', '2-3', '3-1']",2,3,9,10
Island Squash Racket Club,Banbil,HK Squash Centre (HKSC),4,06/11/2019,1-4,"['1-3', '1-3', '1-3', '0-3', '3-0']",1,4,6,12
Centre Squash,Kinetic 4,HK Squash Centre (HKSC),4,06/11/2019,1-4,"['1-3', '3-0', '1-3', '2-3', '0-3']",1,4,7,12
Tuen Mun Squash Club 2,Hong Kong Football Club 13,Kwun Chung (KCSC),4,06/11/2019,3-2,"['3-0', '1-3', '3-0', '1-3', '3-1']",3,2,11,7
Island Squash Racket Club,North District Sport Association 1,HK Squash Centre (HKSC),5,20/11/2019,1-4,"['3-2', '1-3', '2-3', '1-3', '1-3']",1,4,8,14
Sea Bear,WSC Noset,Cornwall Street (CSPSC),5,20/11/2019,2-3,"['1-3', '0-3', '3-1', '0-3', '3-2']",2,3,7,12
Centre Squash,Star River 2,HK Squash Centre (HKSC),5,20/11/2019,3-2,"['3-1', '3-0', '3-1', '1-3', 'CR']",3,2,13,5
Banbil,Hong Kong Football Club 13,HK Squash Centre (HKSC),5,20/11/2019,0-5,"['0-3', '0-3', '0-3', 'WO', 'WO']",0,5,0,15
