Home Team,Away Team,Venue,Match Week,Date,Overall Score,Rubbers,Home Score,Away Score,Home Games Won,Away Games Won
Mass,Hong Kong Football Club 16,Cornwall Street (CSPSC),1,16/10/2019,0-5,"['1-3', '0-3', '0-3', '0-3', '0-3']",0,5,1,15
Star River 4,Alpha CUHK 2,Cornwall Street (CSPSC),1,16/10/2019,1-4,"['0-3', '0-3', '1-3', '3-0', '0-3']",1,4,4,12
South China Athletic Association,Progressive Squash Club,HK Squash Centre (HKSC),1,16/10/2019,5-0,"['3-2', '3-0', '3-0', '3-0', '3-0']",5,0,15,2
Global 2,CSD,HK Squash Centre (HKSC),1,16/10/2019,5-0,"['3-2', '3-0', '3-0', '3-0', '3-0']",5,0,15,2
Airporterz,Winter Warriors,Kwun Chung (KCSC),1,16/10/2019,2-3,"['3-0', '3-0', '1-3', '2-3', '1-3']",2,3,10,9
Latecomers,Hong Kong Racketlon Association,Kwun Chung (KCSC),1,16/10/2019,1-4,"['0-3', '0-3', '0-3', '0-3', '3-2']",1,4,3,14
Hong Kong Racketlon Association,Airporterz,Cornwall Street (CSPSC),2,23/10/2019,4-1,"['3-2', '0-3', '3-0', '3-0', '3-0']",4,1,12,5
Progressive Squash Club,Mass,HK Squash Centre (HKSC),2,23/10/2019,2-3,"['2-3', '3-0', '3-2', '1-3', '0-3']",2,3,9,11
Winter Warriors,Star River 4,HK Squash Centre (HKSC),2,23/10/2019,5-0,"['3-1', '3-0', '3-0', '3-0', '3-0']",5,0,15,1
CSD,South China Athletic Association,Kwun Chung (KCSC),2,23/10/2019,1-4,"['3-2', '1-3', '0-3', '0-3', '0-3']",1,4,4,14
Alpha CUHK 2,Global 2,Chinese University of HK (CUHK),2,23/10/2019,3-2,"['1-3', '3-1', '3-1', '3-0', '2-3']",3,2,12,8
Hong Kong Football Club 16,Latecomers,Hong Kong Football Club (HKFC),2,23/10/2019,4-1,"['2-3', '3-0', '3-0', '3-0', '3-0']",4,1,14,3
Airporterz,Hong Kong Football Club 16,Kwun Chung (KCSC),3,30/10/2019,2-3,"['3-0', '0-3', '0-3', '3-1', '1-3']",2,3,7,10
Star River 4,Hong Kong Racketlon Association,Cornwall Street (CSPSC),3,30/10/2019,0-5,"['2-3', '0-3', '1-3', '0-3', '0-3']",0,5,3,15
South China Athletic Association,Mass,HK Squash Centre (HKSC),3,30/10/2019,5-0,"['3-0', '3-0', '3-0', '3-0', '3-0']",5,0,15,0
Global 2,Winter Warriors,HK Squash Centre (HKSC),3,30/10/2019,3-2,"['3-2', '0-3', '3-0', '2-3', 'CR']",3,2,11,8
Progressive Squash Club,Latecomers,HK Squash Centre (HKSC),3,30/10/2019,3-2,"['0-3', '3-0', '3-0', '1-3', '3-0']",3,2,10,6
CSD,Alpha CUHK 2,Kwun Chung (KCSC),3,30/10/2019,1-4,"['3-1', '0-3', '0-3', '0-3', '0-3']",1,4,3,13
Winter Warriors,CSD,HK Squash Centre (HKSC),4,06/11/2019,4-1,"['1-3', '3-0', '3-0', 'CR', 'CR']",4,1,13,3
Hong Kong Racketlon Association,Global 2,Cornwall Street (CSPSC),4,06/11/2019,2-3,"['3-2', '0-3', '0-3', '2-3', 'WO']",2,3,5,14
Mass,Latecomers,Cornwall Street (CSPSC),4,06/11/2019,4-1,"['0-3', '3-0', '3-0', '3-0', '3-0']",4,1,12,3
Airporterz,Progressive Squash Club,Kwun Chung (KCSC),4,06/11/2019,5-0,"['3-0', '3-0', '3-0', '3-1', '3-1']",5,0,15,2
Alpha CUHK 2,South China Athletic Association,Chinese University of HK (CUHK),4,06/11/2019,1-4,"['0-3', '0-3', '0-3', '3-1', '1-3']",1,4,4,13
Hong Kong Football Club 16,Star River 4,Hong Kong Football Club (HKFC),4,06/11/2019,5-0,"['3-0', '3-1', '3-0', '3-0', '3-0']",5,0,15,1
Winter Warriors,South China Athletic Association,HK Squash Centre (HKSC),5,20/11/2019,1-4,"['3-0', '0-3', '0-3', '1-3', '1-3']",1,4,5,12
Progressive Squash Club,Global 2,HK Squash Centre (HKSC),5,20/11/2019,1-4,"['0-3', '0-3', '1-3', '3-2', '0-3']",1,4,4,14
Hong Kong Racketlon Association,Alpha CUHK 2,Cornwall Street (CSPSC),5,20/11/2019,1-4,"['3-1', '1-3', '0-3', '0-3', '0-3']",1,4,4,13
Mass,Star River 4,Pei Ho Street (PHSSC),5,20/11/2019,4-1,"['3-0', '1-3', '3-1', '3-0', '3-0']",4,1,13,4
Latecomers,Airporterz,Kwun Chung (KCSC),5,20/11/2019,1-4,"['0-3', '0-3', '1-3', '3-0', '0-3']",1,4,4,12
